battery_id,cycle,component,value
B0007,423,IMF1,-0.040929011761220956
B0007,427,IMF1,-0.060593639058418074
B0007,431,IMF1,0.07034298827963671
B0007,433,IMF1,0.09489090950193432
B0007,437,IMF1,-0.02557607084880251
B0007,441,IMF1,-0.09001961754242402
B0007,445,IMF1,-0.11580059568820247
B0007,449,IMF1,-0.13063883619776331
B0007,4,IMF2,0.021669989675299456
B0007,6,IMF2,0.022740283229867507
B0007,8,IMF2,0.020115854379869864
B0007,10,IMF2,0.019343643657267328
B0007,12,IMF2,0.027913588525608903
B0007,14,IMF2,0.03768566901355652
B0007,16,IMF2,0.03176776554794651
B0007,18,IMF2,0.012625172442302959
B0007,20,IMF2,-0.0001813965926974822
B0007,22,IMF2,-0.002467730601705487
B0007,25,IMF2,-0.002784150272758698
B0007,27,IMF2,-0.004283076685344214
B0007,29,IMF2,-0.0026515205699213845
B0007,31,IMF2,-0.010015835187409484
B0007,33,IMF2,-0.03472207985882594
B0007,35,IMF2,-0.0709976129859437
B0007,37,IMF2,-0.08374829456791033
B0007,39,IMF2,-0.035523976085746325
B0007,42,IMF2,0.04586709536551985
B0007,46,IMF2,0.09319676721460636
B0007,50,IMF2,0.0861459272048294
B0007,54,IMF2,0.05295795495331933
B0007,58,IMF2,0.013478188457031338
B0007,62,IMF2,-0.021006711011049835
B0007,66,IMF2,-0.04917601110631477
B0007,70,IMF2,-0.07224033199117971
B0007,74,IMF2,-0.07696464810600517
B0007,78,IMF2,-0.055451546271858776
B0007,82,IMF2,-0.011725807438534044
B0007,90,IMF2,0.03136184257476792
B0007,94,IMF2,0.04850461709784017
B0007,98,IMF2,0.04194173615779636
B0007,102,IMF2,0.03232351406113351
B0007,106,IMF2,0.026538912794849705
B0007,110,IMF2,0.017855861171923653
B0007,114,IMF2,0.002510131130782151
B0007,118,IMF2,-0.011334198988635686
B0007,122,IMF2,-0.013127588741432949
B0007,126,IMF2,-0.0007479717942254992
B0007,130,IMF2,0.013744632503334927
B0007,134,IMF2,0.012571949200646247
B0007,136,IMF2,-0.0002620379550353224
B0007,140,IMF2,-0.01790627655757035
B0007,144,IMF2,-0.028685845799563927
B0007,148,IMF2,-0.024761970541676552
B0007,150,IMF2,0.0005483857509551471
B0007,154,IMF2,0.027843297920298268
B0007,158,IMF2,0.04337898703014063
B0007,162,IMF2,0.044825798144902
B0007,166,IMF2,0.029664118396413055
B0007,170,IMF2,0.0005627319596106861
B0007,174,IMF2,-0.02935957486089416
B0007,178,IMF2,-0.04133917765080829
B0007,182,IMF2,-0.03184696398373337
B0007,186,IMF2,-0.004636326600969717
B0007,190,IMF2,0.0214972979128086
B0007,194,IMF2,0.02395670708028099
B0007,198,IMF2,0.00858372488357958
B0007,202,IMF2,-0.008487615492850983
B0007,206,IMF2,-0.012232332487602205
B0007,210,IMF2,-0.005068645854299826
B0007,214,IMF2,0.0006717050742461709
B0007,216,IMF2,0.005047363305766106
B0007,220,IMF2,0.0026741746679020315
B0007,224,IMF2,-0.001336295615785684
B0007,228,IMF2,-0.003062309949413628
B0007,232,IMF2,-0.0020835626246542205
B0007,236,IMF2,-0.0025967951853490376
B0007,240,IMF2,-0.0046860219865644615
B0007,244,IMF2,-0.0071159330326372545
B0007,248,IMF2,-0.011036503565596056
B0007,252,IMF2,-0.012929366424286017
B0007,256,IMF2,-0.011250487057658486
B0007,260,IMF2,0.0031263025250724517
B0007,264,IMF2,0.03091415297173473
B0007,266,IMF2,0.060196769746653514
B0007,270,IMF2,0.0762656271602922
B0007,274,IMF2,0.07420839669522712
B0007,278,IMF2,0.051385123268291734
B0007,282,IMF2,0.013404443558740752
B0007,286,IMF2,-0.04056177297749348
B0007,290,IMF2,-0.10197697741333232
B0007,294,IMF2,-0.15624898709088408
B0007,298,IMF2,-0.18693354607433743
B0007,302,IMF2,-0.16350338887743315
B0007,306,IMF2,-0.07659567103444472
B0007,310,IMF2,0.056132213123288574
B0007,313,IMF2,0.17524795914526278
B0007,316,IMF2,0.22574383877461948
B0007,320,IMF2,0.21523791136764722
B0007,324,IMF2,0.16655150831989218
B0007,328,IMF2,0.09701893703052966
B0007,332,IMF2,0.01944103658784904
B0007,336,IMF2,-0.05490783409853394
B0007,340,IMF2,-0.11774321648096434
B0007,344,IMF2,-0.16008289432508666
B0007,348,IMF2,-0.17863026813389118
B0007,352,IMF2,-0.16460166432503565
B0007,356,IMF2,-0.11593270600382553
B0007,360,IMF2,-0.05068505109321201
B0007,364,IMF2,0.017286887588553367
B0007,367,IMF2,0.06858504687879403
B0007,371,IMF2,0.09226529718498941
B0007,375,IMF2,0.0955174633546153
B0007,379,IMF2,0.09025287573933542
B0007,383,IMF2,0.08407647139360203
B0007,387,IMF2,0.07942527625296458
B0007,391,IMF2,0.07128742545453721
B0007,395,IMF2,0.060493937684693855
B0007,399,IMF2,0.04512292790323291
B0007,403,IMF2,0.029880259257053756
B0007,407,IMF2,0.01458528945409556
B0007,411,IMF2,-0.0036466821798275643
B0007,415,IMF2,-0.0180716836846091
B0007,419,IMF2,-0.028818011180960033
B0007,423,IMF2,-0.028484535572845127
B0007,427,IMF2,-0.00738166112898306
B0007,431,IMF2,0.01529167183477487
B0007,433,IMF2,0.029014829471030214
B0007,437,IMF2,0.027284013023960257
B0007,441,IMF2,0.011965803110579628
B0007,445,IMF2,-0.009604744815764739
B0007,449,IMF2,-0.03389244926752033
B0007,4,IMF3,0.04982922736414728
B0007,6,IMF3,0.050808189043238444
B0007,8,IMF3,0.052462798539996254
B0007,10,IMF3,0.052669028240994856
B0007,12,IMF3,0.049704884259919854
B0007,14,IMF3,0.04257879236947078
B0007,16,IMF3,0.030736092588121825
B0007,18,IMF3,0.015015346429981523
B0007,20,IMF3,-0.0032784564405487653
B0007,22,IMF3,-0.022692722274783868
B0007,25,IMF3,-0.04133853838050295
B0007,27,IMF3,-0.05719564748060978
B0007,29,IMF3,-0.0681826833469922
B0007,31,IMF3,-0.07238602509991247
B0007,33,IMF3,-0.06943129255062898
B0007,35,IMF3,-0.05935019913166465
B0007,37,IMF3,-0.04242889610710556
B0007,39,IMF3,-0.020192931658065905
B0007,42,IMF3,0.004556309746714585
B0007,46,IMF3,0.02875970901434126
B0007,50,IMF3,0.04966183130639432
B0007,54,IMF3,0.06594083137678522
B0007,58,IMF3,0.07745395853161116
B0007,62,IMF3,0.08426965401109646
B0007,66,IMF3,0.08642566312182388
B0007,70,IMF3,0.08394415239815838
B0007,74,IMF3,0.0768004499010025
B0007,78,IMF3,0.06508333004065628
B0007,82,IMF3,0.04967590304105033
B0007,90,IMF3,0.03192723167493733
B0007,94,IMF3,0.013152560063436472
B0007,98,IMF3,-0.005765634776018964
B0007,102,IMF3,-0.024119487677519983
B0007,106,IMF3,-0.041204360159969144
B0007,110,IMF3,-0.05619261862521602
B0007,114,IMF3,-0.06820941513397458
B0007,118,IMF3,-0.0763842779418718
B0007,122,IMF3,-0.07983227451670319
B0007,126,IMF3,-0.07770918659065167
B0007,130,IMF3,-0.06958974354124407
B0007,134,IMF3,-0.05532498093003558
B0007,136,IMF3,-0.03558244158067006
B0007,140,IMF3,-0.012128663270134532
B0007,144,IMF3,0.012833451618645254
B0007,148,IMF3,0.03735653551558579
B0007,150,IMF3,0.05949219443053185
B0007,154,IMF3,0.07725480516589363
B0007,158,IMF3,0.08864325623357734
B0007,162,IMF3,0.09174842137669305
B0007,166,IMF3,0.08580104572572143
B0007,170,IMF3,0.07256649486125727
B0007,174,IMF3,0.054409273764490534
B0007,178,IMF3,0.03369388741661179
B0007,182,IMF3,0.012558516015005992
B0007,186,IMF3,-0.007714366805349397
B0007,190,IMF3,-0.025869019328079425
B0007,194,IMF3,-0.04070129091552442
B0007,198,IMF3,-0.051781691781896136
B0007,202,IMF3,-0.06019330982460004
B0007,206,IMF3,-0.06737523095097762
B0007,210,IMF3,-0.07458227264608853
B0007,214,IMF3,-0.08226098666113872
B0007,216,IMF3,-0.09059406816837563
B0007,220,IMF3,-0.09954288622617224
B0007,224,IMF3,-0.1083545799393694
B0007,228,IMF3,-0.11601177177532017
B0007,232,IMF3,-0.12179633816948027
B0007,236,IMF3,-0.1260167847213296
B0007,240,IMF3,-0.12957690995325374
B0007,244,IMF3,-0.13368365691130696
B0007,248,IMF3,-0.13963800813468677
B0007,252,IMF3,-0.14844994884096044
B0007,256,IMF3,-0.16079378019512403
B0007,260,IMF3,-0.17646533976907544
B0007,264,IMF3,-0.19331120762772017
B0007,266,IMF3,-0.2081926025707772
B0007,270,IMF3,-0.2179807613683595
B0007,274,IMF3,-0.22053762576081481
B0007,278,IMF3,-0.21545672091621548
B0007,282,IMF3,-0.202779275279132
B0007,286,IMF3,-0.18256003412063632
B0007,290,IMF3,-0.15485363276862701
B0007,294,IMF3,-0.11971652894914055
B0007,298,IMF3,-0.07730639254594243
B0007,302,IMF3,-0.028636386696580404
B0007,306,IMF3,0.02327448051652976
B0007,310,IMF3,0.0749292204160516
B0007,313,IMF3,0.12283084432464896
B0007,316,IMF3,0.1634823635649858
B0007,320,IMF3,0.19378614655834245
B0007,324,IMF3,0.21261824855052405
B0007,328,IMF3,0.22075862680703814
B0007,332,IMF3,0.219352515104544
B0007,336,IMF3,0.20950300824300888
B0007,340,IMF3,0.19228200114536248
B0007,344,IMF3,0.16875584544582756
B0007,348,IMF3,0.13999089277862706
B0007,352,IMF3,0.10707881314042042
B0007,356,IMF3,0.07128642842343492
B0007,360,IMF3,0.03425390202473924
B0007,364,IMF3,-0.002091558498084889
B0007,367,IMF3,-0.03581327408957859
B0007,371,IMF3,-0.06520624791396652
B0007,375,IMF3,-0.088980059005786
B0007,379,IMF3,-0.1072027555026896
B0007,383,IMF3,-0.1207104022567277
B0007,387,IMF3,-0.13044898068448477
B0007,391,IMF3,-0.137095217079508
B0007,395,IMF3,-0.1410263219272065
B0007,399,IMF3,-0.1425478935499383
B0007,403,IMF3,-0.14198635921267905
B0007,407,IMF3,-0.13969323362661973
B0007,411,IMF3,-0.13604229340161778
B0007,415,IMF3,-0.13143702731469278
B0007,419,IMF3,-0.1263266273371303
B0007,423,IMF3,-0.12125007212114101
B0007,427,IMF3,-0.11681615253534125
B0007,431,IMF3,-0.1135651671141153
B0007,433,IMF3,-0.11199633561226305
B0007,437,IMF3,-0.1124568420222034
B0007,441,IMF3,-0.11469520321116963
B0007,445,IMF3,-0.1181510124768827
B0007,449,IMF3,-0.12221865409829276
B0007,4,RES,1.2631147435891485
B0007,6,RES,1.2635630799246977
B0007,8,RES,1.2632421419700743
B0007,10,RES,1.2623031461144811
B0007,12,RES,1.260851359805379
B0007,14,RES,1.2589448411124537
B0007,16,RES,1.2566307796320682
B0007,18,RES,1.253955409763156
B0007,20,RES,1.250964965904648
B0007,22,RES,1.2477056824554804
B0007,25,RES,1.244223793814586
B0007,27,RES,1.2405655343808975
B0007,29,RES,1.2367771385533495
B0007,31,RES,1.2329031207917789
B0007,33,RES,1.2289526696786819
B0007,35,RES,1.2248215405025036
B0007,37,RES,1.220385326946159
B0007,39,RES,1.2155216938214193
B0007,42,RES,1.2101083059400572
B0007,46,RES,1.2040228281138432
B0007,50,RES,1.197142925154549
B0007,54,RES,1.1893462618739459
B0007,58,RES,1.1805105030838063
B0007,62,RES,1.1705209742361975
B0007,66,RES,1.1592936967168335
B0007,70,RES,1.1467602706836404
B0007,74,RES,1.13289087158839
B0007,78,RES,1.117694192937399
B0007,82,RES,1.1011866315901064
B0007,90,RES,1.0833845844059518
B0007,94,RES,1.0643044482443746
B0007,98,RES,1.0439626199648149
B0007,102,RES,1.02237549642671
B0007,106,RES,0.9995594744895
B0007,110,RES,0.9755309510126251
B0007,114,RES,0.9503063228555236
B0007,118,RES,0.9239019868776353
B0007,122,RES,0.8963343399383987
B0007,126,RES,0.867629166088883
B0007,130,RES,0.8378525932798139
B0007,134,RES,0.8070913171861152
B0007,136,RES,0.7754348286158527
B0007,140,RES,0.7429726183770939
B0007,144,RES,0.7097941772779044
B0007,148,RES,0.6759889961263503
B0007,150,RES,0.6416465657304979
B0007,154,RES,0.6068563768984133
B0007,158,RES,0.5717079204381633
B0007,162,RES,0.5362864673223813
B0007,166,RES,0.5006536108368244
B0007,170,RES,0.46483953105121417
B0007,174,RES,0.428867609690122
B0007,178,RES,0.39276122847811945
B0007,182,RES,0.3565437691397778
B0007,186,RES,0.3202386133996689
B0007,190,RES,0.2838691429823643
B0007,194,RES,0.24745873961243534
B0007,198,RES,0.2110309214283926
B0007,202,RES,0.1746099054136832
B0007,206,RES,0.13822072812828418
B0007,210,RES,0.1018888609448353
B0007,214,RES,0.06563984564184763
B0007,216,RES,0.029499186840191375
B0007,220,RES,-0.00650775946982543
B0007,224,RES,-0.042355674455535175
B0007,228,RES,-0.07801920297631613
B0007,232,RES,-0.11347284465972932
B0007,236,RES,-0.14869106282538117
B0007,240,RES,-0.18364825198558796
B0007,244,RES,-0.21831877910581882
B0007,248,RES,-0.2526785596122005
B0007,252,RES,-0.28670626276792577
B0007,256,RES,-0.320381184374875
B0007,260,RES,-0.35368262023492936
B0007,264,RES,-0.3865898661499689
B0007,266,RES,-0.41908221792187444
B0007,270,RES,-0.4511389713525262
B0007,274,RES,-0.4827408024833959
B0007,278,RES,-0.5138795700661374
B0007,282,RES,-0.5445712700424461
B0007,286,RES,-0.5748379998785215
B0007,290,RES,-0.6047019669837357
B0007,294,RES,-0.634183556369323
B0007,298,RES,-0.6632958634539705
B0007,302,RES,-0.6920501612582299
B0007,306,RES,-0.7204577228026529
B0007,310,RES,-0.7485298211077897
B0007,313,RES,-0.776277729194192
B0007,316,RES,-0.8037127200824107
B0007,320,RES,-0.8308460667929978
B0007,324,RES,-0.8576922685908883
B0007,328,RES,-0.8842782409193854
B0007,332,RES,-0.9106231435472664
B0007,336,RES,-0.9367039972666145
B0007,340,RES,-0.9624666229924763
B0007,344,RES,-0.9878512983511919
B0007,348,RES,-1.0127983009691006
B0007,352,RES,-1.0372479084725421
B0007,356,RES,-1.0611403984878556
B0007,360,RES,-1.0844160486413803
B0007,364,RES,-1.1070151365594563
B0007,367,RES,-1.1288779398684232
B0007,371,RES,-1.1499447361946202
B0007,375,RES,-1.1701558031643864
B0007,379,RES,-1.1894514184040623
B0007,383,RES,-1.2077718595399862
B0007,387,RES,-1.2250574041984992
B0007,391,RES,-1.2412482642062006
B0007,395,RES,-1.256283564305189
B0007,399,RES,-1.2700976644492459
B0007,403,RES,-1.2826184294294607
B0007,407,RES,-1.2937720906237689
B0007,411,RES,-1.3034848159560932
B0007,415,RES,-1.3116827495010752
B0007,419,RES,-1.3182918029767665
B0007,423,RES,-1.3232379122416407
B0007,427,RES,-1.3264536912320775
B0007,431,RES,-1.327889980312489
B0007,433,RES,-1.3275212661684481
B0007,437,RES,-1.3253366254173846
B0007,441,RES,-1.3213366901553527
B0007,445,RES,-1.3155442569194131
B0007,449,RES,-1.3079900029408977
B0018,11,IMF1,-0.0027998170485099678
B0018,15,IMF1,-0.06120980265834143
B0018,18,IMF1,0.03233855420343551
B0018,20,IMF1,0.07249193695900776
B0018,22,IMF1,0.06388710076969664
B0018,24,IMF1,0.035636865653326105
B0018,27,IMF1,-0.08074485449173387
B0018,30,IMF1,0.059491328896837406
B0018,32,IMF1,-0.026038165807569725
B0018,34,IMF1,0.01067648749250158
B0018,36,IMF1,-0.006893772324011204
B0018,39,IMF1,-0.0059511244161044585
B0018,42,IMF1,0.01675093350647749
B0018,44,IMF1,-0.02126552847700428
B0018,46,IMF1,0.026681061137309062
B0018,48,IMF1,-0.03269068081318714
B0018,51,IMF1,-0.01993917462288338
B0018,54,IMF1,-0.017944927033367905
B0018,56,IMF1,0.03800301540759703
B0018,58,IMF1,-0.0356661228558473
B0018,60,IMF1,0.05416184495898711
B0018,63,IMF1,-0.09884231258568163
B0018,66,IMF1,0.13260508077517172
B0018,68,IMF1,-0.07109351655161855
B0018,70,IMF1,-0.10443224229880053
B0018,72,IMF1,-0.07163040657665212
B0018,75,IMF1,-0.05388215142035516
B0018,78,IMF1,0.01717613085560745
B0018,80,IMF1,-0.014501939834864011
B0018,82,IMF1,0.011266385045738285
B0018,84,IMF1,-0.010486401068882536
B0018,87,IMF1,0.005657052462928936
B0018,90,IMF1,0.021072535694284546
B0018,92,IMF1,0.03642235421624457
B0018,94,IMF1,0.014863283486358764
B0018,96,IMF1,-0.03409778247537247
B0018,99,IMF1,-0.20362518827115655
B0018,102,IMF1,0.29469915984119893
B0018,104,IMF1,-0.006499887327629134
B0018,106,IMF1,-0.17535807906676018
B0018,108,IMF1,-0.3238604339568006
B0018,111,IMF1,-0.3925874498788272
B0018,114,IMF1,-0.6020862986643272
B0018,117,IMF1,0.5466939163241409
B0018,119,IMF1,0.3548005763384045
B0018,121,IMF1,0.10908539909631199
B0018,123,IMF1,-0.04693760592079525
B0018,125,IMF1,-0.12047000753565971
B0018,128,IMF1,0.08850991834866606
B0018,130,IMF1,0.02167743731253443
B0018,132,IMF1,-0.11242818496163764
B0018,134,IMF1,-0.22207061873006761
B0018,136,IMF1,-0.30259865939179814
B0018,141,IMF1,0.3223206221337477
B0018,143,IMF1,0.03903637482425864
B0018,145,IMF1,-0.11733667249458678
B0018,147,IMF1,-0.1723629999583886
B0018,150,IMF1,-0.05609293388965896
B0018,153,IMF1,0.03352122417954989
B0018,155,IMF1,-0.009308567738958242
B0018,157,IMF1,0.009440753536909102
B0018,159,IMF1,-0.026284270537198746
B0018,162,IMF1,0.004088507044323317
B0018,165,IMF1,0.08613822487955278
B0018,167,IMF1,0.05011330271948247
B0018,169,IMF1,-0.0743228698551305
B0018,171,IMF1,-0.11879868462736214
B0018,174,IMF1,-0.17882315858841194
B0018,177,IMF1,0.16870032409777458
B0018,179,IMF1,0.1011627660843164
B0018,181,IMF1,-0.05785552380201334
B0018,183,IMF1,-0.059946568550919975
B0018,185,IMF1,-0.06289340321317638
B0018,188,IMF1,-0.01554379507546695
B0018,190,IMF1,-0.031150366729788773
B0018,192,IMF1,-0.05651950657685644
B0018,11,IMF2,0.10964329993814907
B0018,15,IMF2,0.08333753425114393
B0018,18,IMF2,0.016263221493590288
B0018,20,IMF2,-0.051033535107170236
B0018,22,IMF2,-0.09412914677599053
B0018,24,IMF2,-0.09927779017226082
B0018,27,IMF2,-0.055739900080365695
B0018,30,IMF2,0.024761169648847777
B0018,32,IMF2,0.05578249364928151
B0018,34,IMF2,0.010804070045234516
B0018,36,IMF2,-0.031211607011338818
B0018,39,IMF2,-0.02259626089412891
B0018,42,IMF2,0.01296476069351074
B0018,44,IMF2,0.036727141526061
B0018,46,IMF2,0.03691783501911147
B0018,48,IMF2,0.018852420403823532
B0018,51,IMF2,-0.004213895254167834
B0018,54,IMF2,-0.032612322698764906
B0018,56,IMF2,-0.09633144050346217
B0018,58,IMF2,-0.19530564851877114
B0018,60,IMF2,-0.21309057935687103
B0018,63,IMF2,-0.05466986142312639
B0018,66,IMF2,0.16001736759477816
B0018,68,IMF2,0.2560807811905209
B0018,70,IMF2,0.24631566701644
B0018,72,IMF2,0.17991102992517405
B0018,75,IMF2,0.11389894769314762
B0018,78,IMF2,0.06947044348482546
B0018,80,IMF2,0.06376097551664683
B0018,82,IMF2,0.06951532375410995
B0018,84,IMF2,0.05670646692216952
B0018,87,IMF2,0.029608095172675448
B0018,90,IMF2,-0.011971217467173787
B0018,92,IMF2,-0.06988693769808739
B0018,94,IMF2,-0.12129434134723616
B0018,96,IMF2,-0.10814322037373077
B0018,99,IMF2,-0.01792623477789831
B0018,102,IMF2,0.06137578174281617
B0018,104,IMF2,0.07247432244367322
B0018,106,IMF2,0.03230676681003759
B0018,108,IMF2,-0.028118950203705556
B0018,111,IMF2,-0.0695799305593881
B0018,114,IMF2,-0.061195481891925405
B0018,117,IMF2,0.00597897397232603
B0018,119,IMF2,0.06973390554701851
B0018,121,IMF2,0.1030207556128278
B0018,123,IMF2,0.09314782024499826
B0018,125,IMF2,0.028673626955119706
B0018,128,IMF2,-0.08254439828112953
B0018,130,IMF2,-0.14772736734716094
B0018,132,IMF2,-0.14937279858700528
B0018,134,IMF2,-0.09585791627266393
B0018,136,IMF2,0.003445643836393936
B0018,141,IMF2,0.11479544480883598
B0018,143,IMF2,0.1657110764064467
B0018,145,IMF2,0.14894929529664877
B0018,147,IMF2,0.08916703607590522
B0018,150,IMF2,0.008788892280931859
B0018,153,IMF2,-0.055070485398208635
B0018,155,IMF2,-0.0772672549079124
B0018,157,IMF2,-0.09172984019753652
B0018,159,IMF2,-0.11928172700360988
B0018,162,IMF2,-0.14438063931040213
B0018,165,IMF2,-0.15180102154519715
B0018,167,IMF2,-0.12909793014046025
B0018,169,IMF2,-0.08304799413666587
B0018,171,IMF2,-0.019580518651976093
B0018,174,IMF2,0.05441824284843933
B0018,177,IMF2,0.11942175731674455
B0018,179,IMF2,0.1450260090252547
B0018,181,IMF2,0.12970511918219357
B0018,183,IMF2,0.08357884282271331
B0018,185,IMF2,0.02794005838567369
B0018,188,IMF2,-0.023009793109998553
B0018,190,IMF2,-0.0632590376338196
B0018,192,IMF2,-0.08488999804393473
B0018,11,RES,1.6181791506432242
B0018,15,RES,1.6171828841270124
B0018,18,RES,1.610164435416998
B0018,20,RES,1.5972626786428896
B0018,22,RES,1.5786164879344
B0018,24,RES,1.5541154180931582
B0018,27,RES,1.5225873092556665
B0018,30,RES,1.4823529328190843
B0018,32,RES,1.4315011246322558
B0018,34,RES,1.368400465005904
B0018,36,RES,1.2950509850306087
B0018,39,RES,1.2147054013045118
B0018,42,RES,1.13213379803593
B0018,44,RES,1.0529829623582156
B0018,46,RES,0.980090465592147
B0018,48,RES,0.9135268266691214
B0018,51,RES,0.8526977711391865
B0018,54,RES,0.796972980239344
B0018,56,RES,0.7457221352065947
B0018,58,RES,0.6983149172779409
B0018,60,RES,0.6538718700898196
B0018,63,RES,0.6103638252862532
B0018,66,RES,0.564899830550091
B0018,68,RES,0.5144357719740308
B0018,70,RES,0.45637004356053684
B0018,72,RES,0.3902754340947774
B0018,75,RES,0.31778469284620914
B0018,78,RES,0.2409349322279209
B0018,80,RES,0.1618354160262159
B0018,82,RES,0.08302602592910724
B0018,84,RES,0.007626811679648071
B0018,87,RES,-0.06139168261282271
B0018,90,RES,-0.12132449070562318
B0018,92,RES,-0.16951803258434237
B0018,94,RES,-0.20331872823456953
B0018,96,RES,-0.22026124699394464
B0018,99,RES,-0.21916337047068316
B0018,102,RES,-0.201151589074534
B0018,104,RES,-0.16786321961115344
B0018,106,RES,-0.12124868792290538
B0018,108,RES,-0.06560567720889793
B0018,111,RES,-0.008344344566172888
B0018,114,RES,0.044554343979979996
B0018,117,RES,0.08855167569564361
B0018,119,RES,0.11934455970561846
B0018,121,RES,0.13262990513470543
B0018,123,RES,0.12528967365400676
B0018,125,RES,0.09894603711983127
B0018,128,RES,0.05640621993478948
B0018,130,RES,0.00047744650149191925
B0018,132,RES,-0.06604209896605993
B0018,134,RES,-0.14053598650047797
B0018,136,RES,-0.22095434197052388
B0018,141,RES,-0.3052934514524558
B0018,143,RES,-0.3917487018359402
B0018,145,RES,-0.47944415916272176
B0018,147,RES,-0.5678592190641913
B0018,150,RES,-0.6565061197855077
B0018,153,RES,-0.7448970995718286
B0018,155,RES,-0.8325443966683116
B0018,157,RES,-0.918960249320115
B0018,159,RES,-1.0036568957723964
B0018,162,RES,-1.0861465742703147
B0018,165,RES,-1.1659413539097676
B0018,167,RES,-1.242511497083488
B0018,169,RES,-1.3151625766104247
B0018,171,RES,-1.3831604386155516
B0018,174,RES,-1.4457932776398892
B0018,177,RES,-1.5024176307063375
B0018,179,RES,-1.5524622784082833
B0018,181,RES,-1.5955958810911703
B0018,183,RES,-1.6316139860628085
B0018,185,RES,-1.6603299851708373
B0018,188,RES,-1.681557270262894
B0018,190,RES,-1.6951092331866184
B0018,192,RES,-1.7007992657896482
B0025,12,IMF1,0.3715553385282
B0025,16,IMF1,-0.6382517652031066
B0025,20,IMF1,0.5055424201663447
B0025,23,IMF1,0.6340324197303385
B0025,25,IMF1,0.44613790857252966
B0025,27,IMF1,-0.19750020369562013
B0025,31,IMF1,-0.3087975605719704
B0025,35,IMF1,-0.40752315172055187
B0025,37,IMF1,0.2603468218792868
B0025,39,IMF1,-0.08950650681571226
B0025,41,IMF1,-0.05631692346522909
B0025,43,IMF1,0.17528426563592905
B0025,47,IMF1,-0.4244192836227441
B0025,51,IMF1,0.6351326238111293
B0025,53,IMF1,0.3387696777395555
B0025,55,IMF1,0.11899743656207744
B0025,57,IMF1,-0.14549969952721503
B0025,59,IMF1,-0.45348639216885356
B0025,66,IMF1,0.35554399318705615
B0025,68,IMF1,-0.3107575615451404
B0025,70,IMF1,0.30141665143390334
B0025,72,IMF1,0.3522375225204046
B0025,74,IMF1,0.31512304582892464
B0025,78,IMF1,-0.43046687772083814
B0025,12,IMF2,-0.14608302994491362
B0025,16,IMF2,-0.13981798447323937
B0025,20,IMF2,-0.08584457319034706
B0025,23,IMF2,0.005643052170548824
B0025,25,IMF2,0.11644130564853802
B0025,27,IMF2,0.22255634945733316
B0025,31,IMF2,0.29953220726906643
B0025,35,IMF2,0.31871808116561734
B0025,37,IMF2,0.2541572096799816
B0025,39,IMF2,0.08661291826824265
B0025,41,IMF2,-0.1372488960950387
B0025,43,IMF2,-0.3434978908363174
B0025,47,IMF2,-0.3900842144904126
B0025,51,IMF2,-0.25613302697434664
B0025,53,IMF2,-0.05144051336337632
B0025,55,IMF2,0.1651722436966739
B0025,57,IMF2,0.3488912042661052
B0025,59,IMF2,0.4573257245447602
B0025,66,IMF2,0.45156123780656016
B0025,68,IMF2,0.32304554962638515
B0025,70,IMF2,0.10224703856211408
B0025,72,IMF2,-0.1364059687567967
B0025,74,IMF2,-0.3492102176329314
B0025,78,IMF2,-0.4965678582082887
B0025,12,RES,1.1178471927721
B0025,16,RES,1.1054864178341002
B0025,20,RES,1.0724744689479768
B0025,23,RES,1.0193048394016233
B0025,25,RES,0.9464710224829317
B0025,27,RES,0.8544665114797959
B0025,31,RES,0.7441903483226266
B0025,35,RES,0.6181637695119098
B0025,37,RES,0.4792812233168161
B0025,39,RES,0.3303078105111977
B0025,41,RES,0.17397629499507544
B0025,43,RES,0.013019440668470359
B0025,47,RES,-0.14982998856859667
B0025,51,RES,-0.3118403390686683
B0025,53,RES,-0.4702218312255283
B0025,55,RES,-0.6219355278094784
B0025,57,RES,-0.7638799246218086
B0025,59,RES,-0.8933225965945912
B0025,66,RES,-1.008974379213868
B0025,68,RES,-1.109782963219806
B0025,70,RES,-1.1946629833834108
B0025,72,RES,-1.2625290744756856
B0025,74,RES,-1.312295871267633
B0025,78,RES,-1.3428780085302585
B0026,4,IMF1,0.7085133446012607
B0026,8,IMF1,0.7104662053973523
B0026,16,IMF1,-1.4127363537303488
B0026,4,RES,-0.002114527241110563
B0026,8,RES,-0.0026517668046081013
B0026,16,RES,-0.0014769022225456232
B0027,6,IMF1,-0.08098196727006156
B0027,8,IMF1,-0.4243847589371988
B0027,10,IMF1,0.028850397907196134
B0027,12,IMF1,0.5248219400115927
B0027,16,IMF1,-0.5031894439161366
B0027,27,IMF1,0.3673307101594284
B0027,31,IMF1,-0.20418105196837946
B0027,35,IMF1,0.12617270907705086
B0027,39,IMF1,-0.20304263574204923
B0027,41,IMF1,0.626114001930251
B0027,43,IMF1,0.8332970442869688
B0027,47,IMF1,-1.2178097226002622
B0027,51,IMF1,1.444340702641846
B0027,53,IMF1,0.7630916535236709
B0027,55,IMF1,0.2964433869017197
B0027,57,IMF1,-0.22576941336188205
B0027,59,IMF1,-0.727753257660798
B0027,66,IMF1,0.5510561382176444
B0027,68,IMF1,-0.4966127217156452
B0027,70,IMF1,-0.5321256690840974
B0027,72,IMF1,0.6118831060499523
